UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference,Average Temperature,Power,Downtime_Hours,Maintenance_Cost
3700,L50879,1,302.2,311.2,1649,33.2,9,0,0,0,0,0,0,9.0,306.7,54746.8,0.14,18.96
3701,L50880,1,302.1,311.2,1447,50.3,11,0,0,0,0,0,0,9.099999999999966,306.65,72784.09999999999,0.23,29.55
3702,L50881,1,302.1,311.2,1417,48.0,13,0,0,0,0,0,0,9.099999999999966,306.65,68016.0,0.12,54.83
3703,L50882,1,302.0,311.2,1434,44.9,15,0,0,0,0,0,0,9.199999999999989,306.6,64386.6,0.26,393.09
3704,M18563,2,302.0,311.2,1418,49.5,17,0,0,0,0,0,0,9.199999999999989,306.6,70191.0,0.1,377.54
3705,M18564,2,302.0,311.2,1400,49.5,20,0,0,0,0,0,0,9.199999999999989,306.6,69300.0,0.21,210.92
3706,M18565,2,302.0,311.3,1725,27.7,23,0,0,0,0,0,0,9.300000000000011,306.65,47782.5,0.27,657.23
3707,L50886,1,302.0,311.3,1567,41.1,26,0,0,0,0,0,0,9.300000000000011,306.65,64403.700000000004,0.23,364.08
3708,M18567,2,302.1,311.3,1497,38.4,28,0,0,0,0,0,0,9.199999999999989,306.70000000000005,57484.799999999996,0.1,222.67
3709,L50888,1,302.1,311.4,1549,44.6,31,0,0,0,0,0,0,9.299999999999955,306.75,69085.40000000001,0.21,237.51
3710,L50889,1,302.2,311.4,1754,26.9,33,0,0,0,0,0,0,9.199999999999989,306.79999999999995,47182.6,0.06,517.7
3711,L50890,1,302.2,311.5,1489,38.3,35,0,0,0,0,0,0,9.300000000000011,306.85,57028.7,0.02,172.46
3712,L50891,1,302.2,311.5,1543,38.5,37,0,0,0,0,0,0,9.300000000000011,306.85,59405.5,0.24,225.2
3713,L50892,1,302.3,311.5,1543,33.1,39,0,0,0,0,0,0,9.199999999999989,306.9,51073.3,0.24,803.65
3714,L50893,1,302.3,311.5,1565,35.6,41,0,0,0,0,0,0,9.199999999999989,306.9,55714.0,0.01,274.05
3715,M18574,2,302.3,311.4,1855,23.9,43,0,0,0,0,0,0,9.099999999999966,306.85,44334.5,0.28,614.82
3716,M18575,2,302.4,311.4,1475,45.2,46,0,0,0,0,0,0,9.0,306.9,66670.0,0.13,612.23
3717,L50896,1,302.3,311.4,1609,32.3,49,0,0,0,0,0,0,9.099999999999966,306.85,51970.7,0.27,607.17
3718,H33131,0,302.3,311.4,1443,44.1,51,0,0,0,0,0,0,9.099999999999966,306.85,63636.3,0.24,641.23
3719,L50898,1,302.4,311.4,1450,44.1,56,0,0,0,0,0,0,9.0,306.9,63945.0,0.27,558.15
3720,L50899,1,302.4,311.5,1590,39.9,58,0,0,0,0,0,0,9.100000000000023,306.95,63441.0,0.25,650.06
3721,M18580,2,302.4,311.4,1508,41.2,60,0,0,0,0,0,0,9.0,306.9,62129.600000000006,0.29,584.88
3722,M18581,2,302.2,311.2,1544,43.6,63,0,0,0,0,0,0,9.0,306.7,67318.40000000001,0.19,501.97
3723,L50902,1,302.2,311.2,1451,41.8,66,0,0,0,0,0,0,9.0,306.7,60651.799999999996,0.07,417.96
3724,L50903,1,302.3,311.2,1758,24.4,68,0,0,0,0,0,0,8.899999999999977,306.75,42895.2,0.12,400.48
3725,M18584,2,302.3,311.2,1507,47.7,70,0,0,0,0,0,0,8.899999999999977,306.75,71883.90000000001,0.23,655.66
3726,H33139,0,302.3,311.1,1543,37.5,73,0,0,0,0,0,0,8.800000000000011,306.70000000000005,57862.5,0.05,490.28
3727,M18586,2,302.3,311.2,1505,36.7,78,0,0,0,0,0,0,8.899999999999977,306.75,55233.50000000001,0.28,792.84
3728,L50907,1,302.3,311.2,1786,24.3,81,0,0,0,0,0,0,8.899999999999977,306.75,43399.8,0.06,560.94
3729,L50908,1,302.3,311.3,1457,44.5,83,0,0,0,0,0,0,9.0,306.8,64836.5,0.26,975.01
3730,M18589,2,302.4,311.3,1312,61.5,85,0,0,0,0,0,0,8.900000000000034,306.85,80688.0,0.15,732.89
3731,M18590,2,302.3,311.2,1405,47.7,88,0,0,0,0,0,0,8.899999999999977,306.75,67018.5,0.25,658.91
3732,M18591,2,302.2,311.2,1377,43.0,91,0,0,0,0,0,0,9.0,306.7,59211.0,0.29,812.96
3733,M18592,2,302.2,311.2,1347,49.8,94,0,0,0,0,0,0,9.0,306.7,67080.59999999999,0.13,811.9
3734,L50913,1,302.2,311.1,1470,39.6,97,0,0,0,0,0,0,8.900000000000034,306.65,58212.0,0.21,552.5
3735,M18594,2,302.2,311.2,1873,24.0,99,0,0,0,0,0,0,9.0,306.7,44952.0,0.07,867.14
3736,M18595,2,302.2,311.1,1434,58.6,102,0,0,0,0,0,0,8.900000000000034,306.65,84032.40000000001,0.24,633.8
3737,H33150,0,302.2,311.1,1628,30.6,105,0,0,0,0,0,0,8.900000000000034,306.65,49816.8,0.25,910.04
3738,L50917,1,302.2,311.1,1351,48.6,110,0,0,0,0,0,0,8.900000000000034,306.65,65658.6,0.09,640.99
3739,M18598,2,302.3,311.2,1454,43.8,112,0,0,0,0,0,0,8.899999999999977,306.75,63685.2,0.01,562.36
3740,M18599,2,302.2,311.2,1663,29.6,115,0,0,0,0,0,0,9.0,306.7,49224.8,0.13,509.56
3741,L50920,1,302.3,311.2,1401,49.7,118,0,0,0,0,0,0,8.899999999999977,306.75,69629.7,0.05,776.13
3742,L50921,1,302.4,311.3,1503,38.2,120,0,0,0,0,0,0,8.900000000000034,306.85,57414.600000000006,0.25,656.75
3743,L50922,1,302.4,311.4,1564,35.0,122,0,0,0,0,0,0,9.0,306.9,54740.0,0.08,473.58
3744,L50923,1,302.5,311.4,1759,24.6,124,0,0,0,0,0,0,8.899999999999977,306.95,43271.4,0.28,1073.96
3745,L50924,1,302.5,311.4,1409,53.1,126,0,0,0,0,0,0,8.899999999999977,306.95,74817.90000000001,0.29,1188.44
3746,L50925,1,302.6,311.4,1738,25.8,128,0,0,0,0,0,0,8.799999999999955,307.0,44840.4,0.27,809.91
3747,H33160,0,302.5,311.3,1393,47.5,130,0,0,0,0,0,0,8.800000000000011,306.9,66167.5,0.18,980.47
3748,L50927,1,302.5,311.1,1499,38.8,135,0,0,0,0,0,0,8.600000000000023,306.8,58161.2,0.08,874.48
3749,L50928,1,302.5,311.1,1493,39.0,137,0,0,0,0,0,0,8.600000000000023,306.8,58227.0,0.24,911.27
3750,L50929,1,302.4,311.1,1652,33.9,139,0,0,0,0,0,0,8.700000000000045,306.75,56002.799999999996,0.21,1105.37
3751,L50930,1,302.3,311.1,1589,29.9,141,0,0,0,0,0,0,8.800000000000011,306.70000000000005,47511.1,0.29,970.46
3752,L50931,1,302.4,311.1,1520,42.2,143,0,0,0,0,0,0,8.700000000000045,306.75,64144.00000000001,0.11,902.63
3753,H33166,0,302.3,311.1,1455,40.3,145,0,0,0,0,0,0,8.800000000000011,306.70000000000005,58636.49999999999,0.02,556.93
3754,L50933,1,302.2,311.0,1463,46.8,150,0,0,0,0,0,0,8.800000000000011,306.6,68468.4,0.3,868.35
3755,L50934,1,302.3,311.0,1442,43.7,152,0,0,0,0,0,0,8.699999999999989,306.65,63015.4,0.25,1185.36
3756,L50935,1,302.3,311.0,1329,51.5,154,0,0,0,0,0,0,8.699999999999989,306.65,68443.5,0.07,922.68
3757,L50936,1,302.3,311.1,1546,33.1,156,0,0,0,0,0,0,8.800000000000011,306.70000000000005,51172.600000000006,0.22,978.63
3758,M18617,2,302.2,311.1,1516,33.7,158,0,0,0,0,0,0,8.900000000000034,306.65,51089.200000000004,0.0,1076.18
3759,M18618,2,302.2,311.0,1476,47.4,161,0,0,0,0,0,0,8.800000000000011,306.6,69962.4,0.17,1259.6
3760,L50939,1,302.3,311.0,1412,47.0,164,0,0,0,0,0,0,8.699999999999989,306.65,66364.0,0.11,995.88
3761,L50940,1,302.3,310.9,1377,46.8,166,1,0,1,0,0,0,8.599999999999966,306.6,64443.6,3.64,4251.65
3762,M18621,2,302.4,311.0,1490,37.1,168,0,0,0,0,0,0,8.600000000000023,306.7,55279.0,0.07,893.26
3763,M18622,2,302.3,311.0,1526,37.7,171,0,0,0,0,0,0,8.699999999999989,306.65,57530.200000000004,0.08,810.11
3764,L50943,1,302.3,311.0,1428,47.9,174,0,0,0,0,0,0,8.699999999999989,306.65,68401.2,0.14,1023.43
3765,L50944,1,302.4,311.0,1329,54.6,176,0,0,0,0,0,0,8.600000000000023,306.7,72563.40000000001,0.07,809.56
3766,M18625,2,302.4,311.1,1443,51.8,178,0,0,0,0,0,0,8.700000000000045,306.75,74747.4,0.14,850.57
3767,L50946,1,302.3,311.1,1373,53.0,181,0,0,0,0,0,0,8.800000000000011,306.70000000000005,72769.0,0.17,735.61
3768,L50947,1,302.3,311.1,1630,35.6,183,0,0,0,0,0,0,8.800000000000011,306.70000000000005,58028.0,0.21,1150.09
3769,L50948,1,302.2,311.0,1555,34.2,185,0,0,0,0,0,0,8.800000000000011,306.6,53181.00000000001,0.2,780.19
3770,M18629,2,302.2,311.0,1436,47.0,187,0,0,0,0,0,0,8.800000000000011,306.6,67492.0,0.07,956.96
3771,L50950,1,302.3,311.0,1609,31.0,190,0,0,0,0,0,0,8.699999999999989,306.65,49879.0,0.01,1064.16
3772,M18631,2,302.3,311.0,1384,49.7,192,0,0,0,0,0,0,8.699999999999989,306.65,68784.8,0.25,1101.69
3773,L50952,1,302.4,311.1,1448,44.8,195,0,0,0,0,0,0,8.700000000000045,306.75,64870.399999999994,0.26,1072.28
3774,M18633,2,302.4,311.1,1887,22.4,197,0,0,0,0,0,0,8.700000000000045,306.75,42268.799999999996,0.29,1264.82
3775,M18634,2,302.4,311.1,1480,45.7,200,0,0,0,0,0,0,8.700000000000045,306.75,67636.0,0.29,1165.71
3776,H33189,0,302.5,311.1,1850,23.3,203,0,0,0,0,0,0,8.600000000000023,306.8,43105.0,0.19,1232.85
3777,L50956,1,302.5,311.1,1538,36.8,208,0,0,0,0,0,0,8.600000000000023,306.8,56598.399999999994,0.27,1155.08
3778,M18637,2,302.4,311.1,1721,30.1,210,0,0,0,0,0,0,8.700000000000045,306.75,51802.100000000006,0.13,1164.33
3779,M18638,2,302.4,311.1,1366,54.4,0,0,0,0,0,0,0,8.700000000000045,306.75,74310.4,0.24,188.04
3780,L50959,1,302.3,311.0,1657,31.1,3,0,0,0,0,0,0,8.699999999999989,306.65,51532.700000000004,0.29,303.27
3781,L50960,1,302.4,311.1,1446,42.9,5,0,0,0,0,0,0,8.700000000000045,306.75,62033.4,0.24,510.27
3782,L50961,1,302.3,310.8,1465,43.8,7,0,0,0,0,0,0,8.5,306.55,64166.99999999999,0.12,184.97
3783,L50962,1,302.2,310.8,1827,23.8,9,0,0,0,0,0,0,8.600000000000023,306.5,43482.6,0.11,230.67
3784,H33197,0,302.2,310.8,1397,47.6,11,0,0,0,0,0,0,8.600000000000023,306.5,66497.2,0.09,51.28
3785,L50964,1,302.2,310.8,1744,29.7,16,0,0,0,0,0,0,8.600000000000023,306.5,51796.799999999996,0.11,223.49
3786,L50965,1,302.3,310.9,1545,36.7,18,0,0,0,0,0,0,8.599999999999966,306.6,56701.50000000001,0.25,298.78
3787,L50966,1,302.3,310.9,1587,36.6,20,0,0,0,0,0,0,8.599999999999966,306.6,58084.200000000004,0.21,314.45
3788,L50967,1,302.3,310.8,1377,47.3,22,1,0,1,0,0,0,8.5,306.55,65132.1,4.03,4237.34
3789,L50968,1,302.3,310.8,1511,48.1,24,0,0,0,0,0,0,8.5,306.55,72679.1,0.21,254.96
3790,L50969,1,302.3,310.8,1650,32.4,26,0,0,0,0,0,0,8.5,306.55,53460.0,0.11,180.29
3791,L50970,1,302.3,310.9,1412,48.9,28,0,0,0,0,0,0,8.599999999999966,306.6,69046.8,0.17,237.04
3792,L50971,1,302.3,311.0,1528,43.1,30,0,0,0,0,0,0,8.699999999999989,306.65,65856.8,0.11,184.14
3793,L50972,1,302.3,310.9,1459,35.0,32,0,0,0,0,0,0,8.599999999999966,306.6,51065.0,0.16,345.99
3794,L50973,1,302.3,310.9,1379,49.3,34,1,0,1,0,0,0,8.599999999999966,306.6,67984.7,4.58,4695.4
3795,M18654,2,302.2,310.8,1356,48.3,36,0,0,0,0,0,0,8.600000000000023,306.5,65494.799999999996,0.22,624.69
3796,M18655,2,302.1,310.8,1409,41.3,39,0,0,0,0,0,0,8.699999999999989,306.45000000000005,58191.7,0.23,826.87
3797,M18656,2,302.1,310.8,1504,37.5,42,0,0,0,0,0,0,8.699999999999989,306.45000000000005,56400.0,0.12,244.81
3798,L50977,1,302.1,310.8,1622,36.8,45,0,0,0,0,0,0,8.699999999999989,306.45000000000005,59689.6,0.21,479.1
3799,L50978,1,302.1,310.8,1786,25.7,47,0,0,0,0,0,0,8.699999999999989,306.45000000000005,45900.2,0.07,460.7
3800,L50979,1,302.2,310.9,1506,34.0,49,0,0,0,0,0,0,8.699999999999989,306.54999999999995,51204.0,0.14,345.14
3801,M18660,2,302.1,310.9,1916,23.1,51,0,0,0,0,0,0,8.799999999999955,306.5,44259.600000000006,0.17,275.84
3802,M18661,2,302.2,310.9,1771,27.6,54,0,0,0,0,0,0,8.699999999999989,306.54999999999995,48879.600000000006,0.21,740.73
3803,M18662,2,302.2,310.9,1488,44.2,57,0,0,0,0,0,0,8.699999999999989,306.54999999999995,65769.6,0.27,657.92
3804,L50983,1,302.2,310.9,1531,37.5,60,0,0,0,0,0,0,8.699999999999989,306.54999999999995,57412.5,0.09,437.8
3805,L50984,1,302.3,310.9,1529,33.4,62,0,0,0,0,0,0,8.599999999999966,306.6,51068.6,0.25,777.58
3806,M18665,2,302.4,311.0,1580,36.5,64,0,0,0,0,0,0,8.600000000000023,306.7,57670.0,0.09,525.53
3807,M18666,2,302.3,310.9,1360,44.0,67,1,0,1,0,0,0,8.599999999999966,306.6,59840.0,3.33,3657.81
3808,M18667,2,302.3,311.0,1546,35.5,70,0,0,0,0,0,0,8.699999999999989,306.65,54883.0,0.25,453.51
3809,M18668,2,302.3,310.9,1762,24.5,73,0,0,0,0,0,0,8.599999999999966,306.6,43169.0,0.22,511.0
3810,L50989,1,302.2,310.8,1350,56.6,76,0,0,0,0,0,0,8.600000000000023,306.5,76410.0,0.26,820.72
3811,M18670,2,302.2,310.8,1562,38.1,78,0,0,0,0,0,0,8.600000000000023,306.5,59512.200000000004,0.24,732.31
3812,M18671,2,302.1,310.7,1608,30.3,81,0,0,0,0,0,0,8.599999999999966,306.4,48722.4,0.08,457.0
3813,L50992,1,302.0,310.6,1392,50.0,84,0,0,0,0,0,0,8.600000000000023,306.3,69600.0,0.3,984.98
3814,L50993,1,302.0,310.6,1467,44.9,86,0,0,0,0,0,0,8.600000000000023,306.3,65868.3,0.28,686.42
3815,M18674,2,302.1,310.6,1326,59.1,88,1,0,1,0,0,0,8.5,306.35,78366.6,4.92,5508.13
3816,L50995,1,302.2,310.7,1769,24.9,91,0,0,0,0,0,0,8.5,306.45,44048.1,0.01,498.01
3817,L50996,1,302.1,310.6,1459,47.6,93,0,0,0,0,0,0,8.5,306.35,69448.40000000001,0.09,844.94
3818,M18677,2,302.1,310.6,1421,52.0,95,0,0,0,0,0,0,8.5,306.35,73892.0,0.25,837.96
3819,L50998,1,302.1,310.7,1491,42.8,98,0,0,0,0,0,0,8.599999999999966,306.4,63814.799999999996,0.29,786.92
3820,L50999,1,302.2,310.7,1567,36.4,100,0,0,0,0,0,0,8.5,306.45,57038.799999999996,0.25,723.18
3821,L51000,1,302.3,310.8,1421,41.4,102,0,0,0,0,0,0,8.5,306.55,58829.4,0.12,627.69
3822,L51001,1,302.3,310.9,1596,33.5,104,0,0,0,0,0,0,8.599999999999966,306.6,53466.0,0.02,431.19
3823,M18682,2,302.4,311.0,1464,44.2,106,0,0,0,0,0,0,8.600000000000023,306.7,64708.8,0.16,484.99
3824,M18683,2,302.3,310.9,1581,36.1,109,0,0,0,0,0,0,8.599999999999966,306.6,57074.100000000006,0.11,701.31
3825,L51004,1,302.3,310.9,1620,30.3,112,0,0,0,0,0,0,8.599999999999966,306.6,49086.0,0.04,519.97
3826,H33239,0,302.2,310.7,1413,48.9,114,0,0,0,0,0,0,8.5,306.45,69095.7,0.03,519.57
3827,H33240,0,302.3,310.8,1438,43.8,119,0,0,0,0,0,0,8.5,306.55,62984.399999999994,0.05,631.67
3828,M18687,2,302.4,310.9,1469,41.6,124,0,0,0,0,0,0,8.5,306.65,61110.4,0.06,687.83
3829,M18688,2,302.3,310.8,1762,27.8,127,0,0,0,0,0,0,8.5,306.55,48983.6,0.23,866.11
3830,H33243,0,302.3,310.9,1366,48.4,130,1,0,1,0,0,0,8.599999999999966,306.6,66114.4,3.1,4010.74
3831,L51010,1,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,8.599999999999966,306.6,42925.7,0.13,904.36
3832,M18691,2,302.3,310.9,1742,29.7,137,0,0,0,0,0,0,8.599999999999966,306.6,51737.4,0.18,1181.17
3833,M18692,2,302.2,310.9,1465,43.5,140,0,0,0,0,0,0,8.699999999999989,306.54999999999995,63727.5,0.29,924.15
3834,M18693,2,302.3,311.0,1541,36.6,143,0,0,0,0,0,0,8.699999999999989,306.65,56400.600000000006,0.23,1062.56
3835,M18694,2,302.3,311.1,1295,57.1,146,0,0,0,0,0,0,8.800000000000011,306.70000000000005,73944.5,0.19,862.49
3836,M18695,2,302.3,311.1,1435,43.1,149,0,0,0,0,0,0,8.800000000000011,306.70000000000005,61848.5,0.22,880.83
3837,L51016,1,302.4,311.2,1466,43.9,152,0,0,0,0,0,0,8.800000000000011,306.79999999999995,64357.4,0.22,1301.83
3838,L51017,1,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,8.800000000000011,306.79999999999995,69455.0,0.21,864.78
3839,L51018,1,302.4,311.1,1880,24.5,156,0,0,0,0,0,0,8.700000000000045,306.75,46060.0,0.15,595.24
3840,M18699,2,302.3,311.0,1578,33.5,158,0,0,0,0,0,0,8.699999999999989,306.65,52863.0,0.17,853.81
3841,L51020,1,302.4,311.0,1610,33.1,161,0,0,0,0,0,0,8.600000000000023,306.7,53291.0,0.14,643.75
3842,L51021,1,302.4,311.1,1565,42.8,163,0,0,0,0,0,0,8.700000000000045,306.75,66982.0,0.12,792.3
3843,L51022,1,302.5,311.2,1545,40.1,165,0,0,0,0,0,0,8.699999999999989,306.85,61954.5,0.08,776.2
3844,L51023,1,302.5,311.2,1227,60.1,167,0,0,0,0,0,0,8.699999999999989,306.85,73742.7,0.11,950.29
3845,L51024,1,302.4,311.1,1484,45.9,169,0,0,0,0,0,0,8.700000000000045,306.75,68115.59999999999,0.13,667.56
3846,L51025,1,302.3,311.0,1591,32.7,171,0,0,0,0,0,0,8.699999999999989,306.65,52025.700000000004,0.17,1204.39
3847,L51026,1,302.3,310.9,1403,47.2,173,0,0,0,0,0,0,8.599999999999966,306.6,66221.6,0.15,733.63
3848,M18707,2,302.3,311.0,1450,45.7,175,0,0,0,0,0,0,8.699999999999989,306.65,66265.0,0.03,885.84
3849,L51028,1,302.3,310.9,1720,28.1,178,0,0,0,0,0,0,8.599999999999966,306.6,48332.0,0.1,941.38
3850,L51029,1,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,8.699999999999989,306.65,58069.200000000004,0.11,1133.8
3851,M18710,2,302.3,311.0,1421,41.3,182,0,0,0,0,0,0,8.699999999999989,306.65,58687.299999999996,0.21,1172.73
3852,H33265,0,302.2,310.9,1415,48.4,185,0,0,0,0,0,0,8.699999999999989,306.54999999999995,68486.0,0.1,1203.03
3853,L51032,1,302.3,310.9,2034,19.7,190,0,0,0,0,0,0,8.599999999999966,306.6,40069.799999999996,0.0,895.78
3854,L51033,1,302.4,311.0,1486,40.4,192,0,0,0,0,0,0,8.600000000000023,306.7,60034.4,0.03,920.29
3855,L51034,1,302.4,311.0,1338,67.6,194,1,0,0,1,1,0,8.600000000000023,306.7,90448.79999999999,6.07,7101.92
3856,H33269,0,302.4,311.1,1578,32.3,196,0,0,0,0,0,0,8.700000000000045,306.75,50969.399999999994,0.06,1194.38
3857,M18716,2,302.4,311.2,1330,58.6,201,0,0,0,0,0,0,8.800000000000011,306.79999999999995,77938.0,0.15,1278.76
3858,H33271,0,302.4,311.2,1506,40.8,204,0,0,0,0,0,0,8.800000000000011,306.79999999999995,61444.799999999996,0.17,1238.27
3859,L51038,1,302.5,311.4,1559,37.6,209,0,0,0,0,0,0,8.899999999999977,306.95,58618.4,0.28,1359.9
3860,L51039,1,302.6,311.5,1599,37.0,211,0,0,0,0,0,0,8.899999999999977,307.05,59163.0,0.2,1249.56
3861,L51040,1,302.6,311.5,1427,38.9,213,0,0,0,0,0,0,8.899999999999977,307.05,55510.299999999996,0.01,1136.49
3862,M18721,2,302.5,311.5,1481,41.1,215,0,0,0,0,0,0,9.0,307.0,60869.1,0.11,1490.24
3863,H33276,0,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,9.0,307.0,65524.799999999996,0.24,1293.61
3864,L51043,1,302.5,311.4,1674,27.0,223,0,0,0,0,0,0,8.899999999999977,306.95,45198.0,0.08,1140.33
3865,M18724,2,302.5,311.4,1629,31.7,225,0,0,0,0,0,0,8.899999999999977,306.95,51639.299999999996,0.28,1338.84
3866,H33279,0,302.6,311.5,1629,34.4,228,1,1,0,0,0,0,8.899999999999977,307.05,56037.6,1.13,2328.41
3867,L51046,1,302.6,311.6,1311,53.2,0,0,0,0,0,0,0,9.0,307.1,69745.2,0.03,0.0
3868,M18727,2,302.7,311.6,2709,9.7,2,1,0,0,1,0,0,8.900000000000034,307.15,26277.3,7.33,7319.74
3869,M18728,2,302.7,311.7,1759,29.9,5,0,0,0,0,0,0,9.0,307.2,52594.1,0.27,427.1
3870,L51049,1,302.7,311.7,1480,45.2,8,0,0,0,0,0,0,9.0,307.2,66896.0,0.3,261.07
3871,L51050,1,302.7,311.8,1461,46.1,10,0,0,0,0,0,0,9.100000000000023,307.25,67352.1,0.26,338.01
3872,M18731,2,302.7,311.8,1728,30.0,12,0,0,0,0,0,0,9.100000000000023,307.25,51840.0,0.1,476.4
3873,L51052,1,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,9.199999999999989,307.29999999999995,64588.5,0.23,354.74
3874,L51053,1,302.6,311.8,1638,35.1,17,0,0,0,0,0,0,9.199999999999989,307.20000000000005,57493.8,0.07,0.0
3875,L51054,1,302.6,311.7,1254,54.1,19,0,0,0,0,0,0,9.099999999999966,307.15,67841.40000000001,0.12,3.52
3876,L51055,1,302.6,311.8,1427,50.1,21,0,0,0,0,0,0,9.199999999999989,307.20000000000005,71492.7,0.21,277.35
3877,L51056,1,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,9.199999999999989,307.20000000000005,51738.6,0.29,284.43
3878,H33291,0,302.6,311.7,1471,48.3,25,0,0,0,0,0,0,9.099999999999966,307.15,71049.3,0.13,270.51
3879,L51058,1,302.6,311.7,1773,27.1,30,0,0,0,0,0,0,9.099999999999966,307.15,48048.3,0.15,255.81
3880,M18739,2,302.6,311.7,1430,51.7,32,0,0,0,0,0,0,9.099999999999966,307.15,73931.0,0.07,404.91
3881,L51060,1,302.5,311.6,1595,29.5,35,0,0,0,0,0,0,9.100000000000023,307.05,47052.5,0.12,131.3
3882,L51061,1,302.5,311.5,1521,44.1,37,0,0,0,0,0,0,9.0,307.0,67076.1,0.02,173.88
3883,L51062,1,302.5,311.6,1419,43.7,39,0,0,0,0,0,0,9.100000000000023,307.05,62010.3,0.26,487.59
3884,M18743,2,302.4,311.4,1534,40.1,41,0,0,0,0,0,0,9.0,306.9,61513.4,0.01,266.17
3885,H33298,0,302.5,311.5,1626,36.0,44,0,0,0,0,0,0,9.0,307.0,58536.0,0.21,452.02
3886,L51065,1,302.5,311.5,1677,29.2,49,0,0,0,0,0,0,9.0,307.0,48968.4,0.08,0.0
3887,L51066,1,302.4,311.3,1392,50.5,51,0,0,0,0,0,0,8.900000000000034,306.85,70296.0,0.14,407.49
3888,L51067,1,302.4,311.2,1448,50.5,53,0,0,0,0,0,0,8.800000000000011,306.79999999999995,73124.0,0.08,322.39
3889,L51068,1,302.3,311.2,1903,22.9,55,0,0,0,0,0,0,8.899999999999977,306.75,43578.7,0.12,524.62
3890,L51069,1,302.4,311.2,1404,52.0,57,0,0,0,0,0,0,8.800000000000011,306.79999999999995,73008.0,0.16,553.45
3891,L51070,1,302.3,311.2,1386,53.5,59,0,0,0,0,0,0,8.899999999999977,306.75,74151.0,0.19,521.13
3892,L51071,1,302.2,311.1,1418,47.0,61,0,0,0,0,0,0,8.900000000000034,306.65,66646.0,0.28,631.97
3893,M18752,2,302.3,311.1,1338,53.3,63,0,0,0,0,0,0,8.800000000000011,306.70000000000005,71315.4,0.1,617.86
3894,L51073,1,302.3,311.2,1549,40.6,66,0,0,0,0,0,0,8.899999999999977,306.75,62889.4,0.18,682.54
3895,M18754,2,302.3,311.2,1432,42.7,68,0,0,0,0,0,0,8.899999999999977,306.75,61146.4,0.27,651.3
3896,M18755,2,302.3,311.2,1546,40.0,71,0,0,0,0,0,0,8.899999999999977,306.75,61840.0,0.09,766.81
3897,M18756,2,302.2,311.2,1627,33.2,74,0,0,0,0,0,0,9.0,306.7,54016.4,0.26,535.77
3898,M18757,2,302.2,311.1,1640,32.8,77,0,0,0,0,0,0,8.900000000000034,306.65,53791.99999999999,0.29,497.18
3899,M18758,2,302.1,311.1,1423,36.8,80,0,0,0,0,0,0,9.0,306.6,52366.399999999994,0.25,648.37
3900,M18759,2,302.1,311.0,1711,28.7,83,0,0,0,0,0,0,8.899999999999977,306.55,49105.7,0.17,528.93
3901,M18760,2,302.1,311.1,1450,51.6,86,0,0,0,0,0,0,9.0,306.6,74820.0,0.22,280.2
3902,H33315,0,302.2,311.1,1553,34.1,89,0,0,0,0,0,0,8.900000000000034,306.65,52957.3,0.14,487.14
3903,L51082,1,302.2,311.1,1630,34.6,94,0,0,0,0,0,0,8.900000000000034,306.65,56398.0,0.18,701.54
3904,H33317,0,302.2,311.1,1476,39.6,96,0,0,0,0,0,0,8.900000000000034,306.65,58449.6,0.29,761.3
3905,H33318,0,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,8.900000000000034,306.65,72155.6,0.08,468.53
3906,M18765,2,302.2,311.2,1561,34.9,106,0,0,0,0,0,0,9.0,306.7,54478.899999999994,0.24,776.35
3907,L51086,1,302.3,311.2,1297,62.5,109,0,0,0,0,0,0,8.899999999999977,306.75,81062.5,0.15,713.46
3908,M18767,2,302.3,311.2,1842,23.9,111,0,0,0,0,0,0,8.899999999999977,306.75,44023.799999999996,0.05,712.26
3909,L51088,1,302.3,311.2,1633,36.4,114,0,0,0,0,0,0,8.899999999999977,306.75,59441.2,0.19,663.77
3910,H33323,0,302.3,311.3,1744,30.3,116,0,0,0,0,0,0,9.0,306.8,52843.200000000004,0.24,951.08
3911,L51090,1,302.4,311.4,1831,26.9,121,0,0,0,0,0,0,9.0,306.9,49253.899999999994,0.17,611.4
3912,M18771,2,302.3,311.3,1339,50.8,123,0,0,0,0,0,0,9.0,306.8,68021.2,0.25,789.49
3913,L51092,1,302.4,311.4,1475,40.4,126,0,0,0,0,0,0,9.0,306.9,59590.0,0.11,994.85
3914,M18773,2,302.4,311.4,1675,29.6,128,0,0,0,0,0,0,9.0,306.9,49580.0,0.27,756.42
3915,L51094,1,302.5,311.5,1493,35.1,131,0,0,0,0,0,0,9.0,307.0,52404.3,0.19,746.18
3916,L51095,1,302.5,311.5,1700,29.5,133,0,0,0,0,0,0,9.0,307.0,50150.0,0.24,717.03
